Data Medicao	EVAPORACAO DO PICHE, DIARIA(mm)	INSOLACAO TOTAL, DIARIO(h)	PRECIPITACAO TOTAL, DIARIO(mm)	TEMPERATURA MAXIMA, DIARIA(°C)	TEMPERATURA MEDIA COMPENSADA, DIARIA(°C)	TEMPERATURA MINIMA, DIARIA(°C)	UMIDADE RELATIVA DO AR, MEDIA DIARIA(%)	VENTO, VELOCIDADE MEDIA DIARIA(m/s)
2019-02-05	1.9	null	3.8	25.3	20.28	17.1	80	3.166667
2019-02-06	3.5	null	9	19.5	18.54	17	87.75	2
2019-02-07	2.5	null	41.2	27.7	21.3	17.1	74.25	2.3
2019-02-08	1.5	null	0	30.4	22.48	17.8	71.75	1.366667
2019-02-09	4.5	0	0	32.3	24.54	18.3	54.5	2.8
2019-02-10	5	null	0	32.5	25.92	18.8	62.25	2.4
2019-02-11	6.5	null	0	32.8	27.92	21.8	57	1.9
2019-02-12	7.1	null	0	29.5	23.9	21.7	81	3.1
2019-02-13	4.3	null	6.8	22.2	19.8	18.8	84.5	2.533333
2019-02-14	1.5	null	0.4	24.2	20.84	18.1	76.25	2.766667
2019-02-15	3.1	null	0	23.4	20.26	17.9	92.75	2.9
2019-02-16	0.5	null	39.2	24.8	20.82	18.9	92.75	2.2
2019-02-17	0.7	null	44.2	25.4	21.72	19.4	87.5	1.666667
2019-02-18	2.3	null	2	30.2	24.36	19.7	82	2.05
2019-02-19	4.3	null	0	31.2	25.82	20.9	66	2.05
2019-02-20	7.1	null	0	29.4	24.18	21.5	29	2.9
2019-02-21	1.1	null	10.6	28.6	22.72	20.2	87	0
2019-02-22	3.5	null	13.2	29.6	23.48	20.3	82	1.25
2019-02-23	1.5	null	9.8	31.6	25.16	19.6	72	0
2019-02-24	7.5	null	0	32.5	26.32	22.1	70	0.8
2019-02-25	7.8	null	3.6	31.6	23.58	19.3	80	3.15
2019-02-26	4.9	null	47.8	27.6	21.4	18.3	91	2.3
2019-02-27	1.8	null	17	27.8	22.56	18.2	84	2.3
2019-02-28	2.9	null	17.6	22.7	21.02	20.2	93.75	2.633333
2019-03-01	0.8	null	27.1	23.4	21.46	19.3	88.25	1.6
2019-03-02	4.2	null	2.4	28	21.74	19.6	85.25	1.366667
2019-03-03	0.6	null	31	29.5	23.02	19.1	81.75	1.333333
2019-03-04	1	null	5	28.8	23.06	19.6	72.5	1.933333
2019-03-05	4.9	null	0	31.2	23.7	20.1	76.25	1.4
2019-03-06	2.4	null	4	31.4	24.6	19.8	68.5	1.933333
2019-03-07	4	null	0.1	29.2	23.58	20.3	85.25	3.3
2019-03-08	2.6	null	19.4	30	25.72	20	63.25	2.366667
2019-03-09	5.6	null	0	33.5	24.96	18.5	71.25	1.066667
2019-03-10	4.4	null	42	27.8	22.44	18.4	86.25	3.2
2019-03-11	2.5	null	37.2	24.4	21.38	18.7	85.25	2.066667
2019-03-12	1.9	null	0	30.7	23.64	19.5	76.75	2.133333
2019-03-13	3.3	null	18.4	29.5	24.72	20.7	69.25	2.9
2019-03-14	5	null	0	29.1	23	20.5	78.75	2.733333
2019-03-15	2.8	null	3.5	29	23.38	20.3	81.25	1.933333
2019-03-16	3	null	1.5	28.8	24.14	20.8	78.25	2.2
2019-03-17	3.2	null	0.6	28.1	23.44	21.1	89.25	1.633333
2019-03-18	1.2	null	20.4	30.3	25.62	21.4	70.5	2.233333
2019-03-19	4.8	null	0	31.1	24.44	22.1	80	2.633333
2019-03-20	4.8	null	16	26.9	22.72	20.3	73.5	3.566667
2019-03-21	1.9	null	6	21.9	18.36	17	92.25	4.1
2019-03-22	3.4	null	4.2	22.2	18.9	15.8	82	3.6
2019-03-23	1.4	null	0	29	21.48	16.4	71.5	1.9
2019-03-24	4.2	null	0	29.2	23.28	20.1	74	2.233333
2019-03-25	2.4	null	0	31.4	24.96	18.6	60	1.9
2019-03-26	5.6	null	0	30.1	23.28	18.9	70.75	2.2
2019-03-27	4.5	null	0	29.2	22.96	18.6	79.5	3.733333
2019-03-28	6.5	null	0	25.3	21.1	19.5	81	3.033333
2019-03-29	2.6	null	0.8	25.8	20.84	17.5	74.5	4.133333
2019-03-30	3.4	null	0	27.8	21.54	17.3	67.25	2.133333
2019-03-31	3.4	null	0	28.3	21.86	17.5	68	2.566667
2019-04-01	3.6	null	0	27.7	21.76	18.7	70.25	3.866667
2019-04-02	3.5	null	0	29.1	21.58	17.5	71	2.433333
2019-04-03	3.5	null	0	29.8	23.36	17.7	58.75	0.9
2019-04-04	4.5	6.3	0	32	25.36	18.3	57.5	1.266667
2019-04-05	6.5	null	0	31.4	26.16	21.6	60.75	2.066667
2019-04-06	6.5	2.7	0	30.2	24.62	22.7	67.75	1.066667
2019-04-07	1.8	null	2.4	27.2	23.72	21.2	85	1.233333
2019-04-08	2.3	null	12	24.2	21.14	19.3	90.5	2.2
2019-04-09	0.6	null	55.8	21.4	19.78	18.5	90	3.033333
2019-04-10	1	null	8	22	18.86	16.7	85.75	2.333333
2019-04-11	1.8	null	0	28	21.38	17.8	79	1.933333
2019-04-12	3	null	0	29.2	22.44	19.1	74.25	2.3
2019-04-13	3.2	null	0	29.8	23.3	19.7	73	1.533333
2019-04-14	3	null	9.4	22.2	19.7	18.4	88.75	1.9
2019-04-15	1.2	null	8.4	28	22.2	18.5	79.25	1.366667
2019-04-16	2.6	null	0	28.7	22.76	19.7	78	1.9
2019-04-17	3	null	8.8	27.7	22.48	19.3	72.25	1.933333
2019-04-18	5	null	0	26.9	20.66	16.9	70.75	1.333333
2019-04-19	4	null	0	28.2	21.62	15.6	61.25	1.3
2019-04-20	4	null	0	28.3	22.54	16.4	58.5	1.566667
2019-04-21	5.2	null	0	29.6	24.04	19.2	67.75	1.533333
2019-04-22	4.8	null	0	29.4	23.72	20.4	78	2.3
2019-04-23	3.5	null	0	27.9	23.96	20.8	82	3.133333
2019-04-24	2.5	null	0	29.2	23.52	20	77.5	2.466667
2019-04-25	3	null	0	28.8	23.52	20.7	78.75	2.866667
2019-04-26	2.6	null	0.8	27.8	23.12	20.6	86.75	2.2
2019-04-27	1.6	null	27.8	29.4	24.46	19.6	68.75	1.866667
2019-04-28	5.6	null	0	29.2	21.34	17.3	76.25	2.466667
2019-04-29	4.6	null	14.7	24.5	20.16	17.3	79	2.133333
2019-04-30	2.6	null	0	27.1	21.3	18.1	71.25	1.966667
2019-05-01	3.6	null	0	27.2	22.14	18	71	1.233333
2019-05-02	8	null	0	28.2	23.26	19.3	67	1.5
2019-05-03	4.2	null	0	29.5	24.28	19.5	71.5	1.666667
2019-05-04	3.8	null	0	29.5	24.38	20.4	62.25	0.666667
2019-05-05	3.8	null	0	28.9	22.28	19.2	77.25	2.633333
2019-05-06	2.9	null	5	25.6	23.38	19.8	71	1.8
2019-05-07	4.3	null	0	25.8	20.68	18.5	80	2.3
2019-05-08	2.5	null	0.1	22.3	19.12	17.9	80.75	3.133333
2019-05-09	1.5	null	0	23.8	19.56	17.3	78.5	3.7
2019-05-10	3.2	null	0	27.3	22.22	17.6	76	1.866667
2019-05-11	2.5	null	0	29.3	23.28	18.9	72	1.666667
2019-05-12	2.8	null	0.1	28.9	23.46	20.8	77.75	2.466667
2019-05-13	2.3	null	1.8	27.8	22.96	19.8	75.5	1.9
2019-05-14	2.5	null	0	27.5	20.36	16.9	82.5	1.933333
2019-05-15	2.9	null	6.6	23.7	18.52	16.7	81	1.366667
2019-05-16	1.8	null	4.4	21	18.16	16.5	88	4.066667
2019-05-17	1.5	null	2.5	20.6	17.98	16.4	88.75	3.3
2019-05-18	1.3	null	8.6	20.2	18.08	17	91	0.833333
2019-05-19	0.8	null	4	24.4	19.04	16.2	86.5	0.9
2019-05-20	1	null	3	23.5	18.68	15.7	82.5	1.8
2019-05-21	2.6	null	0	25.1	19.52	15	66.25	1.5
2019-05-22	4.7	null	0	26.4	20.24	14.6	63.75	0.8
2019-05-23	4.7	null	0	27.4	21	15.8	63.75	1.766667
2019-05-24	4	null	0	22.7	19.04	17.6	80.25	3.566667
2019-05-25	4	null	1	19.5	15.44	11.4	68.75	2.166667
2019-05-26	7.4	null	0	24	17.54	12.7	77.5	0.933333
2019-05-27	2.8	null	0	26.8	19.6	13.4	56.75	0.8
2019-05-28	4.7	null	0	27.2	19.78	14.4	62.75	2.3
2019-05-29	4.8	null	16.6	26.7	20.58	17.5	81	1.566667
2019-05-30	2.3	null	0	26.8	21.28	18.5	82.25	1.9
2019-05-31	3.2	null	0	27.1	23.74	19.4	54	2.766667
2019-06-01	6.2	null	7.6	24.8	21.4	18.6	80	1.6
2019-06-02	2	null	11	21.1	18.58	17.7	93.25	1.066667
2019-06-03	0.9	null	16.9	20.8	17.82	16.5	84	1.2
2019-06-04	1.8	null	6	17.8	14.14	12.6	78.5	2.066667
2019-06-05	2.8	null	0.8	18.8	14.98	12.1	78.75	3.1
2019-06-06	2	null	0	20.8	15.96	13	80.25	1.733333
2019-06-07	2	null	0	23.5	16.9	11.6	66.25	1.433333
2019-06-08	4.2	null	0	23.7	17.02	13	61.5	1.4
2019-06-09	3.2	null	0	21.8	15.98	11.1	68.25	3.466667
2019-06-10	3.3	null	0	22.8	17.38	12.2	73	1.2
2019-06-11	2.5	null	0	24.5	17.66	12.8	74.25	1.4
2019-06-12	3.8	null	0	25.4	19.58	13.3	69.5	1.533333
2019-06-13	1.7	null	0	27.3	20.84	15.2	67.5	1.433333
2019-06-14	4	null	0	27.4	21.64	16.3	57.5	0
2019-06-15	4.7	null	0	27.2	21.2	16	59.75	0.933333
2019-06-16	4.6	null	0	26.4	21.36	17.7	63.5	1.933333
2019-06-17	4	null	0	23.5	18.76	15.5	72	2.066667
2019-06-18	2.3	null	0	24.1	18.98	14.8	70	1.833333
2019-06-19	3	null	0	25	19.92	15.5	59	1.9
2019-06-20	9	null	0	23.4	18.6	15.2	78	2.7
2019-06-21	2.8	null	0	22.5	18.12	16.1	77	2.6
2019-06-22	2.8	null	0	25	19.4	15.5	67.5	2.466667
2019-06-23	5.8	null	0	24.8	19.06	14.5	61.5	2.433333
2019-06-24	6	null	0	25	20.38	15.5	53.25	2.866667
2019-06-25	7.5	null	0	26.4	21.58	17.5	53.5	3.633333
2019-06-26	4.1	null	0	27.4	21.28	17.6	65.75	1.9
2019-06-27	5.7	null	0	25.6	20.2	18.3	74.25	2.666667
2019-06-28	3.3	null	0	28	22.08	18.1	67.75	2.2
2019-06-29	3	null	0	27.2	21.56	17	58.5	1.9
2019-06-30	5.7	null	0	26.8	22.04	18.1	57	3
2019-07-01	6.3	null	0	26.2	22.46	18.6	53.25	2.766667
2019-07-02	6	null	0	25.3	21.08	16.6	54.25	2.733333
2019-07-03	7.2	null	0	26.7	22.92	18.9	61.25	3.233333
2019-07-04	6.8	null	22.4	24	17.22	14.9	96	1.8
2019-07-05	0.2	null	123.6	15.5	12.68	10.9	84.25	1.666667
2019-07-06	1.6	null	0.1	14.7	9.6	7.4	66.75	2.366667
2019-07-07	2.2	null	0	14.3	10.06	6.5	77.25	3.2
2019-07-08	2	null	0	18.9	12.18	6.9	76	2.033333
2019-07-09	2.5	null	0	20.2	14.1	10.2	78	2.833333
2019-07-10	2	null	0	23.1	15.26	10	64.75	2.366667
2019-07-11	4.1	null	0	23.5	16.3	10.2	58.75	1.9
2019-07-12	5.2	null	0	24.4	17.56	10.2	54.25	1.733333
2019-07-13	5.3	null	0	25.2	18.82	12.7	53	1.9
2019-07-14	7.5	null	0	26.5	19.72	13.7	52.25	1.366667
2019-07-15	5.7	null	0	24.4	19.6	14.8	67.5	2
2019-07-16	2.8	null	7.8	20.2	14.56	14.4	76.75	1.933333
2019-07-17	2	null	0	17	12.68	9.2	73	3.733333
2019-07-18	3	null	0	19.9	14.34	10.4	74.25	3.133333
2019-07-19	3	null	0	21.5	15.3	11.4	74.5	2.833333
2019-07-20	2.7	null	0	23	16.78	12.2	64.25	1.9
2019-07-21	3.7	null	0	24.4	17.72	11.8	64.5	2.733333
2019-07-22	4.1	null	0	26	20.34	14.7	55.5	2.2
2019-07-23	5	null	0	26.3	20.66	14.4	58.25	0.9
2019-07-24	5	null	0	27.1	20.12	14.5	58	1.066667
2019-07-25	5.5	null	0	26.1	19.14	15.2	70.25	2.6
2019-07-26	2.7	null	0	27.5	20.76	15.9	60.25	2.3
2019-07-27	4	null	0	26.8	18.9	14.7	70.25	2.166667
2019-07-28	4.4	null	0	24	18.54	16.2	71.5	2.2
2019-07-29	3.2	null	0	23.8	18.08	14.9	76.25	3.266667
2019-07-30	2.4	null	0	26.4	17.6	13.4	69.75	2.4
2019-07-31	4.6	null	2.1	25.4	18.48	12.5	60.25	0.433333
2019-08-01	4	null	0	27.5	19.58	12.4	56.25	2.3
2019-08-02	6.5	null	0	29.1	18.64	13.4	67.75	3.733333
2019-08-03	5	null	2.4	15.1	11.84	10.4	90.75	2.433333
2019-08-04	1.5	null	0.2	12.3	10.94	9.6	80.25	5.2
2019-08-05	1.3	null	0	18.6	14.46	10.5	78.25	3.566667
2019-08-06	2.7	null	0.6	26	17.92	12.6	77.25	2.3
2019-08-07	3.2	null	0	26.2	20.4	14.2	66	1.9
2019-08-08	3.3	8.4	0	27.8	20.68	15.2	68.5	0.266667
2019-08-09	6	9.7	0	29	22.18	15.5	55	1.966667
2019-08-10	5.5	8.8	0	29.8	23.42	16.5	46	1.9
2019-08-11	7.6	7.3	0	25	19.76	16.7	78.5	2.766667
2019-08-12	3.6	9.6	0	30.2	23.46	16.7	52.25	2.1
2019-08-13	5.8	2.2	0	25.4	18.14	14.1	79	3.866667
2019-08-14	1.6	0	0	14.9	11.96	10.7	83.25	4.4
2019-08-15	1.7	9.7	0	21.1	14.76	10.4	72	3.8
2019-08-16	2.7	8.4	0	25	17.72	11.1	55.25	2.333333
2019-08-17	3.6	10.1	0	27	20.26	12.1	61.25	2.2
2019-08-18	6.8	9.8	0	28.6	21.58	16.2	50.25	2.733333
2019-08-19	5.6	0	0	21	16.7	14.9	87.75	3.866667
2019-08-20	1.6	0	0	16.6	15.22	14	83.5	3.3
2019-08-21	1.2	1.1	0	19.8	16.1	14.2	78.5	2.833333
2019-08-22	2.2	5	0	19.3	15.6	13.6	77.75	3.866667
2019-08-23	2.3	5.2	0	22.3	16.12	13.3	74.5	3.033333
2019-08-24	3.2	2.2	0.1	19.1	14.9	12.9	79.75	3.3
2019-08-25	2.5	5.5	0	21.8	15.82	12	70.5	4.5
2019-08-26	3.5	9.5	0	24.5	17.1	13.2	71	3.866667
2019-08-27	3.3	7.3	0	25	17.7	13.8	76.5	2.5
2019-08-28	3.5	3.4	0	23.2	17.8	14.9	76	3.033333
2019-08-29	2.7	8.6	0	26.9	18.74	13.4	69	1.766667
2019-08-30	3.2	10.3	0	29.8	22.54	14.7	49	1.7
2019-08-31	6.3	9.1	0	32.4	21.68	17.1	64.25	3.933333
2019-09-01	6.4	0	11.5	21.8	18.18	16.5	92	2.066667
2019-09-02	2	0	38.2	19.6	16.84	15.2	89	2.133333
2019-09-03	2	3.2	0	22.9	18.68	15.4	93.5	2.2
2019-09-04	0.6	0	14.7	18.8	16	14.7	92	1.066667
2019-09-05	0.9	0	0.2	15.1	13.56	12.5	91.25	4.233333
2019-09-06	0.6	0	4	18.1	15.34	12.2	87.25	4.133333
2019-09-07	0.8	9.6	3.2	28.9	20.9	12.1	77.5	1.7
2019-09-08	2.7	10	0	31.7	23.84	17.7	63.25	0.7
2019-09-09	4	10.3	0	32.8	25.3	18.2	46	2.466667
2019-09-10	8	10.1	0	33.4	26.04	18.8	46	1.533333
2019-09-11	8	9.8	0	34.8	27.68	19.8	40.25	1.666667
2019-09-12	8	9.8	0	35.9	27.26	21	43	3.266667
2019-09-13	8.7	0	0	26	19.66	17.5	81	3.3
2019-09-14	3	6.8	0	26.3	20.3	17.4	78.25	3.1
2019-09-15	2.6	8.5	0	30.5	23.32	17	65.25	2.366667
2019-09-16	3.4	9.7	0	34.4	27.28	19.2	45.5	1.066667
2019-09-17	6.5	10	0	34.4	26.7	19.9	50.5	1.333333
2019-09-18	7.7	9.9	0	34.5	24.26	19.8	53.25	3.3
2019-09-19	9.8	5.2	0	32.2	22.32	17.8	70.25	1.733333
2019-09-20	5	1.4	0.3	28	22.14	19.5	79.5	1.766667
2019-09-21	2.5	0	1.9	20.7	17.36	15.4	86.75	3.133333
2019-09-22	1.1	0	0	18.2	15.84	14.2	86	4.666667
2019-09-23	2	0.2	0	16.8	14.52	12.2	70.25	4.966667
2019-09-24	2.4	3.2	0	23	16.54	12.2	78.25	2.8
2019-09-25	1.9	0	0.3	19.6	16.66	15.1	86.75	2.466667
2019-09-26	2.4	0	4.2	19.6	16.82	15.1	88.5	1.466667
2019-09-27	0.8	6.4	0	23.4	17.08	14.2	78.5	3.3
2019-09-28	2.8	0	0	19.6	15.82	13.2	85.25	3.3
2019-09-29	4	8.2	0	26.4	17.66	13.4	73	2.5
2019-09-30	1	10	0	28.8	20.28	14.1	64.25	1.9
2019-10-01	4	10.8	0	32.8	22.48	14	54.25	3.566667
2019-10-02	1.7	11	0	35.1	25.98	17.8	40	1.2
2019-10-03	6.3	9	0	28.4	20.06	16.1	62	3.566667
2019-10-04	4.7	9.6	0	31.6	22.04	16.2	62.5	1.066667
2019-10-05	4	10.8	0	33.9	25.6	17.3	47.25	0
2019-10-06	6.7	1.1	0	26.8	20.26	18.1	79.5	3.9
2019-10-07	1.8	0	5.2	20.7	17.9	16.6	87.75	3.466667
2019-10-08	2	0	0	19.6	17.8	16.4	90.75	2.533333
2019-10-09	0.2	0	5.8	21.1	18.34	16.6	86.75	2.6
2019-10-10	1	8.7	0	29.3	21.24	16.6	73.75	2.733333
2019-10-11	3	8.9	0	32.6	23.74	17.8	60.75	2.933333
2019-10-12	3.5	8.5	0	32.9	25.54	19.4	59	2.3
2019-10-13	6.5	10.7	0	35.1	27.7	20.1	45	2.05
2019-10-14	7	9.7	0	33.4	23.74	20.5	73	3.5
2019-10-15	5.5	0	0	24.6	20.92	18.8	79	2.45
2019-10-16	2.8	6.4	0	28	21.34	18.5	86	3.45
2019-10-17	3.2	8.5	0	31.6	23.14	19.1	81	2.85
2019-10-18	3.5	5.3	0	32.4	24.44	19.5	75	1.6
2019-10-19	4.2	5.4	0	30.2	22.06	19	82	3.25
2019-10-20	2.8	0.6	0.4	20.1	16.8	15	80	4.15
2019-10-21	2.8	0.2	0	21.5	17.84	14.9	83	1.65
2019-10-22	1.4	4.6	0.8	25.3	19.96	16.4	78	2.95
2019-10-23	3.5	6.7	0	26.3	20.64	16.9	76	3.3
2019-10-24	3.5	8.6	0	28.8	23.06	17.9	66	2.3
2019-10-25	3	10.3	0	30.1	22.22	17.7	76	1.6
2019-10-26	4	5.9	0	29	22.54	18.3	85	3.3
2019-10-27	3	11	0	35.6	27.1	19.1	54	1.25
2019-10-28	5.7	8.4	34	31.9	24.42	18.5	69	1.5
2019-10-29	2.6	4.2	0	31	24.86	18.5	66	3.4
2019-10-30	4.5	10.7	0	34.1	26.8	21.1	58	2.45
2019-10-31	8.2	7.3	0	28.4	25.72	20.9	73	3.15
2019-11-01	4	6.1	0	27.7	23.04	20	71.75	3.566667
2019-11-02	3.9	11.3	0	32	24.12	19.6	67.75	1.933333
2019-11-03	5	10.3	0	34.3	27.84	20.1	45	2.5
2019-11-04	6	8.7	0	36.1	28.02	21.2	59	2.2
2019-11-05	8	2	6.8	29.1	22.62	19.7	80.25	2.533333
2019-11-06	2.8	0	29.3	21.4	19.28	18.2	84.75	2.966667
2019-11-07	2	0	0	24.5	19.98	16.9	84.75	1.633333
2019-11-08	1.2	0	0	23.5	20.5	18.8	89.75	2.1
2019-11-09	1	3.6	8.8	27.4	22.04	19.2	83	2.166667
2019-11-10	2.4	0	0	25	22.58	20.3	81.5	1.1
2019-11-11	2.3	0	0	23.2	20.42	19.2	83.25	2.333333
2019-11-12	2.5	2.4	0	25.2	20.24	17.5	81.25	5
2019-11-13	3.3	5.1	0	28.2	21.42	17.8	78	2.5
2019-11-14	3	1.4	13.6	27.5	21.86	19.3	84	3.166667
2019-11-15	2.7	0	21.4	21.6	19.28	17.6	84.75	2.733333
2019-11-16	2	7.1	0.6	23	18.48	15	66.25	3.2
2019-11-17	3.3	10.8	0	27.3	19.58	14.4	68.75	3.866667
2019-11-18	3.8	0.9	0	25	19.42	16.3	81	2.966667
2019-11-19	2.5	3.8	0	27.4	21.32	17.8	77.25	2.733333
2019-11-20	3.2	7.5	0	29	22.1	19	77	2.733333
2019-11-21	3.5	7.3	0	29.9	23.32	19.3	74.25	4.3
2019-11-22	4	9	0	32	25.52	19.2	62.75	3.466667
2019-11-23	6	8.2	0	30.7	23.02	18.8	73.75	4.133333
2019-11-24	4	0.8	0	21.5	16.8	14.7	74.25	3.3
2019-11-25	3.7	6.8	0	24.8	18.26	14.5	72.25	2.766667
2019-11-26	3.8	8.5	0.2	30.8	21.94	16	68.5	2.666667
2019-11-27	4.1	0	0	29.3	22.96	19.3	78	2.366667
2019-11-28	2.9	0	24.4	24	18.14	15.1	90.5	3
2019-11-29	2	7	6.1	25.4	19.02	14.8	78	3.166667
2019-11-30	2	7.2	0	32	23.6	17.6	72.25	1.066667
2019-12-01	4	4.8	1	29.8	23.98	20.5	70.75	2.866667
2019-12-02	4.4	0.7	0.5	22.4	18.02	16.1	83	4.433333
2019-12-03	2.2	0	0	21.6	18.3	15.1	79.5	3.033333
2019-12-04	2.4	5.1	0	29.3	23.74	17.6	75.75	1.933333
2019-12-05	2.8	3.2	8.8	29.5	24.06	20.9	78	3.4
2019-12-06	1.2	0	6.2	23	19.26	17.9	83.5	3.033333
2019-12-07	4.2	11.4	0	28.2	20.78	16.6	63.25	4
2019-12-08	7	12.4	0	29	21.12	15	56.5	2.7
2019-12-09	4.7	2.5	0	28.3	22.3	18.1	73.5	2.166667
2019-12-10	2.5	0.2	6	26.2	21.2	19.3	91.75	0.8
2019-12-11	1.5	0.4	40.8	26.4	21.22	18.9	85	0.533333
2019-12-12	2	5.5	14	27.8	23.56	18.1	73	1.733333
2019-12-13	5.3	5	0	29.8	23.48	20.4	84.5	1.9
2019-12-14	4	5	26.5	29.4	22.94	19.1	79.75	2.366667
2019-12-15	1.2	4.7	43.5	31.8	25.24	18.9	68.75	2.733333
2019-12-16	5.4	8.6	0	32.4	26.38	22.2	57.5	2.5
2019-12-17	7	6.9	0	31.2	24.36	21.1	68.25	1.9
2019-12-18	4	0	11.6	22.6	20.6	19.3	90.25	1.6
2019-12-19	1.1	0.2	0.8	23.5	21.26	19	81.25	3.3
2019-12-20	1.5	2.3	0	28.2	23.64	19.2	76.25	2.466667
2019-12-21	4.5	8.3	0	29	23.9	21.5	73.25	5.066667
2019-12-22	4.5	1.4	0.2	28	23.92	20.9	68	2.1
2019-12-23	4.5	1.2	5	26.7	21.36	18.7	87.5	1.633333
2019-12-24	1.5	6.8	101.6	27.5	22.4	18.7	73.5	3.3
2019-12-25	3.6	11.3	0	31.5	23.88	19	67	1.6
2019-12-26	5.2	11.1	0	30.2	23.6	18.8	70.75	3.266667
2019-12-27	4.2	5.1	0	28.5	23.26	19.5	75	4.333333
2019-12-28	3.7	6.3	0	30.5	24.38	21	71.25	3.033333
2019-12-29	3.5	7.1	0	30.6	24.34	20.6	74	2.466667
2019-12-30	4.8	10.9	0	31.4	23.12	19	78.5	3.1
2019-12-31	5.4	8.3	0	31.7	25.16	19.6	70.75	1.3
2020-01-01	4.9	10.1	0.1	33.3	24.82	20.5	69.25	4.966667
2020-01-02	5.1	1.4	21.8	28.6	22.88	20.4	81.75	0.533333
2020-01-03	2.1	0.5	28.2	24.6	20.86	19.3	83	3.466667
2020-01-04	2.1	1.3	0	25.8	21.34	18.7	80.75	2.366667
2020-01-05	1.6	1.2	15.9	27.6	21.62	18.7	85.5	1.8
2020-01-06	1.8	10.7	18.8	29.5	24.78	18.2	63.5	3.6
2020-01-07	6	11.1	0	32	24.5	18.1	70.25	1.666667
2020-01-08	5.6	5.1	14.7	30.4	23.82	20.7	82.5	1.9
2020-01-09	3.4	4.1	60.2	29.4	24.36	20.4	78	1.9
2020-01-10	3.4	7.1	1.4	31.4	26.78	22.6	71.5	1
2020-01-11	5.1	6.7	0	31.8	27.38	23.5	66.5	3.033333
2020-01-12	5.7	0	0	26.8	23.56	21.6	89	2.05
2020-01-13	1.3	0.1	17.1	25.6	22.08	20.3	86	2.7
2020-01-14	2.5	2.1	0	27	22.28	19	84	2.45
2020-01-15	5	8.8	0	31.7	25.94	19.8	72	1.6
2020-01-16	4.7	6.4	0	31.4	25.46	21.8	87	1.6
2020-01-17	3.8	0	82.5	23.8	19.44	17.8	91	3.7
2020-01-18	1.7	0.4	4.2	24.2	20.26	17.3	84	3.05
2020-01-19	2.5	1	0	26	21.48	18.8	87	3.95
2020-01-20	2.6	0	0	25.5	21.6	19.3	80	3.3
2020-01-21	3.1	8.7	0	28.2	21.46	16.7	76	3.3
2020-01-22	4.1	0.6	0	26.4	21.44	18	84	3.15
2020-01-23	2.7	0	2.3	21.2	19.4	18.6	90	0.8
2020-01-24	1.2	0.5	3.2	24	19.74	17.8	87	2.9
2020-01-25	1.6	9.2	1.3	27.8	21.72	16.7	13	2.05
2020-01-26	3.4	11.8	0	30.8	23.68	16.2	55	0
2020-01-27	8.1	10.9	0	33.7	25.28	16.4	42	0.8
2020-01-28	8.5	10.2	0	33.3	25.1	19.8	74	0.8
2020-01-29	5.7	11.4	10.2	32.2	26.68	20	64	2.45
2020-01-30	6.3	4.4	0	30.8	24.5	22.3	84	3.7
2020-01-31	4.6	2.1	5.5	28.8	25.4	21.6	71	2.3
2020-02-01	4.4	3	3.3	29.4	23.98	21.3	93	1.6
2020-02-02	2.5	0.2	59	27.7	22.56	20.1	92	2.05
2020-02-03	1.5	1.2	67.4	26.8	21.58	19.6	93	2.75
2020-02-04	1.2	1.1	16.7	26.8	22.6	19	85	1.6
2020-02-05	2.1	3.3	0	29	23.68	20.7	85	2.05
2020-02-06	2.5	1.6	13.2	28.7	22.9	19.9	86	1.25
2020-02-07	3.8	4.5	26	27.2	23.52	20.2	82	2.05
2020-02-08	1.7	9.6	0	31	24.76	19.7	82	1.3
2020-02-09	4.2	6.1	0	29.2	23.8	21.7	87	1.8
2020-02-10	4	0	123	22.5	20.2	19.2	94	2.05
2020-02-11	0.5	0	43	20.7	18.24	16.3	85.75	3.333333
2020-02-12	2	0	0.2	21.8	18.76	17.2	90	3.033333
2020-02-13	1.3	6.1	0.5	26.7	21.2	17.3	80.75	2.066667
2020-02-14	3	8.7	3.4	28	21.66	16.7	73.75	2.733333
2020-02-15	2.4	9.7	0	31.7	23.78	18.2	72.5	2.966667
2020-02-16	5.1	7	0	32	24.36	18.2	73.75	2.633333
2020-02-17	3.2	8.3	6.8	32.6	24.8	20.4	78.25	2.2
2020-02-18	3.5	10.8	12.6	31.8	24.82	21.1	78.25	3.033333
2020-02-19	5.4	8.5	21	31.4	24.78	21.7	74.5	2.733333
2020-02-20	4.8	4.4	3.6	30.6	25.5	22.5	69.5	2.266667
2020-02-21	3.8	0.3	2	24.5	22.32	22.1	85.75	3.2
2020-02-22	1.6	0.1	3.4	21.6	null	null	85	3.566667
2020-02-23	1.9	3.9	0.3	23.8	null	null	78.5	3.433333
2020-02-24	3.3	2.8	0	26.4	null	null	84.75	1.766667
2020-02-25	2.4	6.8	19.4	29	null	null	82.25	1.966667
2020-02-26	3.3	0.1	24.2	24.8	null	null	86.75	2.566667
2020-02-27	1.8	0	43.6	22.3	null	null	84.25	3.533333
2020-02-28	3	0	0	19.8	18.7	18.1	91.25	3.033333
2020-02-29	0.5	1.1	13.1	25.5	20.8	17.9	87	2.466667
2020-03-01	null	2.4	0.2	23.6	19.2	17.1	89.5	3.25812
